house_id,date_built,date_price,garden,dock,capital,royal_market,guarding_tower,river,renovation,dining_rooms,bedrooms,bathrooms,king_visit,curse_orcerer,king_blessed,land_of_farm,location,holy_tree,knight
6e32cedd,6/25/1601,11/1/1607,False,60.265361,2.809867,23.701329,89.658984,36.93498,False,3,3,3,False,False,157,small, Servant's Premises,True,13.188134
6e32cf10,8/1/1600,9/11/1609,False,31.038516,0.531688,115.459079,117.597482,53.012429,False,3,4,3,False,False,159,small, Cursed Land,True,11.402158
6e32cf3b,7/18/1601,11/26/1611,False,0.0,31.803728,76.911213,67.482017,27.337864,False,3,2,4,False,False,128,small,NA,True,42.522518
6e32cf5f,5/5/1603,10/18/1608,False,8.938509,98.652182,70.194408,84.156413,60.819794,True,2,3,3,False,False,61,huge, Servant's Premises,True,109.422107
6e32cfb1,3/4/1604,3/6/1609,False,34.600947,35.698995,110.500053,86.664647,41.447449,False,3,4,4,False,False,124,small, King's Landing,False,46.459145
6e32cfe7,6/22/1600,2/23/1608,False,60.881088,11.632695,44.475839,107.611778,15.773875,False,4,3,2,False,True,148,small, The Mountains,True,21.737822
6e32d039,1/18/1602,11/15/1607,False,47.13049,43.935515,89.749169,28.556451,17.897503,False,0,2,0,False,False,116,huge, Cursed Land,True,54.744624
6e32d045,8/25/1605,7/26/1612,False,19.038547,7.477386,19.373641,2.866873,11.659058,False,4,4,4,False,False,153,huge, The Mountains,True,18.086383
6e32d077,1/26/1605,4/22/1609,False,0.0,35.647738,19.902401,114.893095,38.737328,False,2,4,3,False,False,124,small, The Mountains,True,45.940609
6e32d13d,8/7/1602,6/16/1607,False,83.517921,6.863928,13.897538,131.76667,2.619332,False,0,4,3,False,False,153,small,NA,False,17.387906
6e32d161,12/24/1605,7/15/1610,False,0.0,65.875884,85.489871,49.689128,22.195462,False,0,4,3,False,False,94,small, King's Landing,True,76.466126
6e32d18d,6/17/1606,7/10/1607,False,30.657214,1.643812,119.420102,96.649617,22.981325,True,3,4,3,False,False,158,small, The Mountains,True,12.330814
6e32d1d5,1/8/1606,12/13/1611,False,26.104943,0.0,2.575876,18.766428,76.298811,False,2,4,2,False,False,74,small, The Mountains,True,0.0
6e32d1e0,11/27/1602,8/2/1607,False,0.0,57.353584,0.0,58.665483,0.667264,False,3,2,3,False,False,103,small, Cursed Land,True,68.131393
6e32d1fd,10/7/1601,7/13/1612,True,17.563821,69.249311,100.313341,0.0,31.769246,False,2,4,2,True,False,91,no, The Mountains,False,80.172451
6e32d207,1/10/1605,4/6/1611,False,0.0,34.6664,68.363893,108.305396,25.9503,True,3,2,4,False,False,125,small, King's Landing,True,44.995658
6e32d211,1/14/1604,9/15/1611,False,15.833888,38.20836,41.829857,210.050564,49.232799,False,2,2,3,False,True,122,huge, Cursed Land,False,49.072971
6e32d2c8,6/23/1600,7/18/1612,False,7.466832,79.229707,54.590919,113.694189,46.790226,False,2,4,3,False,False,81,huge, The Mountains,True,89.90548
6e32d2fe,10/8/1604,1/24/1612,False,61.786126,92.328169,42.223186,76.025657,15.19046,False,2,3,2,False,True,68,small, The Mountains,False,103.292617
6e32d332,11/16/1606,7/4/1610,False,48.045744,15.739833,28.893013,26.285377,31.671128,False,2,4,0,False,False,144,small, Servant's Premises,True,26.496121
6e32d376,8/21/1600,2/22/1607,False,40.772276,10.174776,50.55027,73.242354,33.531993,False,2,3,3,False,False,150,small, The Mountains,True,20.422493
