house_id,date_built,date_price,garden,dock,capital,royal_market,guarding_tower,river,renovation,dining_rooms,bedrooms,bathrooms,king_visit,curse_orcerer,king_blessed,land_of_farm,location,holy_tree,knight
6e32cec0,4/21/1602,7/9/1609,False,138.600639,0.256239,69.486467,14.394903,63.109038,False,3,4,0,False,False,160,small, King's Landing,True,10.505662
6e32ceda,10/23/1603,10/21/1611,False,10.998322,122.930753,63.794375,53.019891,17.045949,False,4,3,3,False,False,37,huge, The Mountains,True,132.934312
6e32cf09,3/18/1603,5/17/1610,False,52.819705,80.970959,96.656914,70.965631,6.548119,False,2,2,3,False,False,79,small, Cursed Land,True,91.425357
6e32cfa9,8/18/1606,1/20/1608,False,82.283966,4.331436,29.043012,119.126593,24.298255,False,0,2,3,False,True,156,small, Cursed Land,False,14.695102
6e32cfb7,9/11/1603,5/20/1611,False,34.524141,0.0,6.740951,222.341302,1.821655,False,4,2,4,False,False,74,small, The Mountains,True,0.0
6e32cfd5,6/13/1601,6/19/1611,False,38.877415,25.065928,0.0,76.196189,1.257721,False,3,3,3,False,False,135,huge, Servant's Premises,False,35.568437
6e32d0c0,1/19/1606,10/27/1610,False,35.988844,4.570255,67.579542,157.877738,15.756025,False,2,3,4,False,False,155,small, The Mountains,True,15.068711
6e32d0f3,11/22/1606,1/13/1611,False,83.914728,107.184545,57.067604,147.898157,55.592034,False,2,4,4,False,True,53,small, The Mountains,False,117.410316
6e32d166,1/7/1602,1/2/1607,False,64.288283,101.610694,0.0,204.669501,60.009117,False,2,4,3,False,False,58,small, The Mountains,True,112.494554
6e32d234,6/25/1605,3/11/1608,False,59.504656,29.541134,3.36696,63.397907,21.391704,False,4,3,3,False,False,130,huge, King's Landing,True,40.454345
6e32d244,3/22/1604,10/8/1610,False,74.890453,17.524012,0.0,86.880636,77.993602,False,0,4,3,False,False,142,small, King's Landing,True,27.65599
6e32d266,3/21/1603,9/11/1611,False,1.624838,55.12687,0.0,163.885,16.102894,True,0,4,4,False,True,105,small, King's Landing,False,65.487434
6e32d280,9/12/1601,3/3/1608,False,13.14006,23.920629,7.363083,154.780872,15.867466,False,3,4,2,False,False,136,small, King's Landing,True,34.604391
6e32d28a,2/15/1606,1/11/1608,True,25.738221,67.262718,31.8348,84.042989,7.106701,False,4,3,4,True,False,93,no, King's Landing,True,77.441446
6e32d2e0,9/19/1604,10/19/1608,False,86.072564,85.923206,85.563521,146.862456,12.638273,False,2,2,3,False,True,74,small, Cursed Land,False,96.73714
6e32d315,3/7/1602,5/18/1607,False,51.245386,22.260774,9.938782,96.415385,5.789836,False,0,0,3,False,False,138,huge,NA,False,33.157025
6e32d328,12/6/1606,10/10/1609,False,34.410733,16.638938,0.0,50.512115,15.00942,True,2,4,4,False,True,143,small, The Mountains,False,27.320449
6e32d349,11/3/1602,8/2/1609,True,67.171839,73.733494,22.279648,104.567561,43.619874,False,3,2,3,True,False,86,no, The Mountains,False,84.146593
6e32d3a6,12/15/1606,9/7/1609,False,61.21246,58.817801,5.643314,160.459915,41.915869,False,2,4,2,False,False,101,small, The Mountains,True,69.088692
6e32d3ad,2/5/1603,9/15/1610,False,8.423696,3.031959,31.432316,10.970801,21.169758,True,2,3,2,False,False,157,small, The Mountains,True,13.114153
6e32d3f6,4/10/1604,1/18/1611,False,0.0,26.82009,34.978795,91.361455,41.862843,False,3,2,4,False,False,133,small, The Mountains,False,37.442226
6e32d414,8/9/1601,5/12/1607,False,57.7146,6.002568,47.348837,32.106155,2.87067,False,4,3,0,False,False,154,small, The Mountains,True,16.567206
6e32d456,8/7/1603,12/20/1607,False,15.523291,153.3606,32.174217,0.0,33.493852,False,0,4,4,False,True,7,huge, King's Landing,True,163.658437
6e32d460,8/24/1603,11/28/1612,False,0.0,8.760628,124.305272,30.021297,15.976977,True,3,2,0,False,False,151,small, Cursed Land,True,19.113862
6e32d46a,4/8/1603,12/5/1612,False,42.570615,5.4904,0.0,129.093289,69.237309,False,2,2,3,False,False,155,small, Servant's Premises,True,16.031784
6e32d493,10/12/1606,3/9/1608,False,24.68436,9.161377,0.0,81.939551,56.170727,False,2,3,4,False,False,151,small, The Mountains,True,20.134738
6e32d49f,10/8/1600,2/4/1612,False,71.753065,39.952939,0.0,18.206663,4.047991,False,4,2,2,False,False,120,small, The Mountains,True,50.871204
6e32d4dd,3/4/1606,5/23/1608,False,22.060342,16.090119,8.102772,146.852007,4.032337,False,2,4,2,False,False,144,small,NA,True,26.44061
6e32d4fa,6/3/1602,12/21/1611,False,19.373454,105.408838,112.774373,111.202407,18.14735,True,3,3,2,False,False,55,small, The Mountains,True,116.378343
6e32d5b6,9/11/1606,5/13/1609,False,72.979347,68.347073,66.602162,21.463548,14.622076,False,4,2,4,False,False,92,small,NA,True,78.594989
6e32d5fa,10/8/1604,11/28/1612,False,0.0,41.525156,80.659266,106.329489,87.554465,False,0,2,4,False,False,118,small, The Mountains,False,52.058128
6e32d621,5/18/1602,8/4/1607,True,26.366804,10.751593,20.160618,4.396858,63.833387,False,0,4,4,True,False,149,no, King's Landing,False,21.519002
6e32d653,1/8/1600,7/21/1608,False,83.12575,32.009381,6.967004,237.180909,10.006391,False,0,3,2,False,True,128,small, Servant's Premises,False,42.844727
6e32d65a,8/13/1605,7/7/1607,False,104.336674,91.503244,42.641175,87.265123,43.742595,False,3,2,4,False,False,68,small, The Mountains,False,101.584846
6e32d675,10/15/1602,8/16/1608,True,22.73322,0.0,50.61605,222.764212,39.853352,False,4,3,4,True,False,74,no, Cursed Land,True,0.0
6e32d6ec,7/3/1605,11/5/1612,False,32.778152,39.33523,46.037998,106.244859,21.599697,False,3,0,4,False,False,121,small, Servant's Premises,True,50.137683
6e32d6ff,3/23/1604,11/11/1612,False,38.723276,12.31167,44.829363,16.475292,17.769839,False,2,2,4,False,False,148,small, The Mountains,False,23.021557
6e32d711,5/12/1605,9/17/1612,False,28.254131,20.812951,24.142442,248.660499,2.189447,False,2,2,2,False,False,139,small, The Mountains,False,31.530613
6e32d7b5,1/16/1604,1/25/1611,False,55.823443,5.134405,15.071091,137.720057,62.371782,False,3,3,3,False,False,155,small, Servant's Premises,True,15.870721
6e32d7de,8/14/1600,6/12/1611,False,77.178597,12.818926,29.397304,104.395568,19.416002,False,4,2,2,False,False,147,huge, King's Landing,True,23.252372
6e32d7e7,6/17/1600,1/20/1610,False,1.467809,39.575028,52.48075,102.150075,44.688567,True,4,2,3,False,False,120,small, The Mountains,True,50.2197
6e32d7f7,3/24/1604,3/24/1612,False,29.343361,0.0,0.0,76.970324,11.550646,True,3,2,4,False,True,74,small, King's Landing,False,0.0
6e32d80d,6/11/1604,1/23/1607,False,43.308427,43.776701,43.559832,48.611809,73.753749,False,3,4,2,False,False,116,huge,NA,True,53.900852
6e32d896,3/23/1602,3/2/1607,False,5.199882,13.210754,33.683798,94.385622,27.752067,False,3,2,3,False,False,147,small, The Mountains,True,23.24939
6e32d8be,12/8/1600,5/9/1610,True,16.166707,101.425697,120.480445,214.380435,14.316628,False,2,3,4,True,False,59,no, The Mountains,True,111.815132
6e32d92a,7/2/1603,4/15/1610,True,7.340811,11.626535,2.969159,19.527763,2.127443,False,2,2,4,True,False,148,no, The Mountains,True,22.285341
